cntry;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance
MLT;Michael Falzon;Minister for Social Justice & Solidarity, The Family & Children's Rights;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Clyde Caruana;Minister for Finance & Employment;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Evarist Bartolo;Minister for European & Foreign Affairs;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Clint Camilleri;Minister for Gozo;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Byron Camilleri;Minister for Home Affairs, Law Enforcement and National Security;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Edward Zammit Lewis;Minister for Justice and Governance;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Clayton Bartolo;Minister for Tourism & Consumer Protection;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Miriam Dalli;Minister for Energy, Enterprise & Sustainable Development;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Ian Borg;Minister for Transport, Infrastructure and Capital Projects;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Jose Herrera;Minister for National Heritage, Arts and Local Government;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Roderick Galdes;Minister for Social Accommodation;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Anton Refalo;Minister for Agriculture, Fisheries, Food & Animal Rights;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Carmelo Abela;Minister within OPM  (Social Dialogue and the Electoral Manifesto's Implemenation);Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Julia Farrugia Portelli;Minister for Inclusion & Social Wellbeing;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
NLD;Mark Rutte;Prime Minister and Minister of General Affairs;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Hugo de Jonge;First Deputy Prime Minister and Minister of Health, Welfare and Sport;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Kajsa Ollongren;Second Deputy Prime Minister;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Wouter Koolmees (acting);Second Deputy Prime Minister;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Kajsa Ollongren;Second Deputy Prime Minister;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Carola Schouten;Third Deputy Prime Minister and Minister of Agriculture, Nature and Food Quality;CU;ChristenUnie;CU;Christian Union;Centre-right;EPP;"Neutral towards EU integration;"
NLD;Halbe Zijlstra;Minister of Foreign Affairs;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Sigrid Kaag (ad interim);Minister of Foreign Affairs;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Stef Blok;Minister of Foreign Affairs;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Sigrid Kaag;Minister of Foreign Affairs;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Tom de Bruijn (ad interim);Minister of Foreign Affairs;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Ben Knapen;Minister of Foreign Affairs;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Ferd Grapperhaus;Minister of Justice and Security;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Kajsa Ollongren;Minister of the Interior and Kingdom Relations;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Raymond Knops (acting);Minister of the Interior and Kingdom Relations;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Kajsa Ollongren;Minister of the Interior and Kingdom Relations;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Ingrid van Engelshoven;Minister of Education, Culture and Science;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Wopke Hoekstra;Minister of Finance;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Ank Bijleveld;Minister of Defence;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Ferd Grapperhaus (ad interim);Minister of Defence;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Henk Kamp;Minister of Defence;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Cora van Nieuwenhuizen;Minister of Infrastructure and Water Management;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Barbara Visser;Minister of Infrastructure and Water Management;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Eric Wiebes;Minister of Economic Affairs and Climate Policy;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Cora van Nieuwenhuizen (ad interim);Minister of Economic Affairs and Climate Policy;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Bas van 't Wout;Minister of Economic Affairs and Climate Policy;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Stef Blok;Minister of Economic Affairs and Climate Policy;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Wouter Koolmees;Minister of Social Affairs and Employment;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Sigrid Kaag;Minister for Foreign Trade and Development Cooperation;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Tom de Bruijn;Minister for Foreign Trade and Development Cooperation;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
NLD;Sander Dekker;Minister for Legal Protection;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Arie Slob;Minister for Primary and Secondary Education and Media;CU;ChristenUnie;CU;Christian Union;Centre-right;EPP;"Neutral towards EU integration;"
NLD;Bruno Bruins;Minister for Medical Care and Sport;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Martin van Rijn (ad interim);Minister for Medical Care and Sport;Independent;NI;NI;NI;NI;NI;NI
NLD;Tamara van Ark;Minister for Medical Care and Sport;VVD;Volkspartij voor Vrijheid en Democratie;VVD;People’s Party for Freedom and Democracy;Liberal;RE;"Somewhat in favour of EU integration;"
NLD;Ank Bijleveld (acting);Minister for the General Intelligence and Security Service;CDA;Christen-Democratisch Appèl;CDA;Christian Democratic Appeal;Centre-right;EPP;"Somewhat in favour of EU integration;"
NLD;Stientje van Veldhoven (acting);Minister for the Environment and Housing;D66;Democraten 66;D66;Democrats 66;Liberal;RE;"Strongly in favour of EU integration;"
POL;Mateusz Morawiecki;Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Mateusz Morawiecki;Minister of Sport;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Gliński;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Gliński;Minister of Culture , National Heritage;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Gliński;Chairman of the Public Benefit Committee;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Deputy Prime Minister;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Deputy Prime Minister;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Minister of Development, Labor and Technology;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Minister of Science and Higher Education;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Wojciech Murdzek;Minister of Science and Higher Education;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Przemysław Czarnek;Minister of Education and Science;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jacek Sasin;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jacek Sasin;Minister of State Assets;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Kaczyński;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Andrzej Adamczyk;Minister of Infrastructure;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Nowak;Minister Of Development and Technology;Independent;NI;NI;NI;NI;NI;NI
POL;Jan Krzysztof Ardanowski;Minister of Agriculture and Rural Development;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Grzegorz Puda;Minister of Agriculture and Rural Development;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Henryk Kowalczyk;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Henryk Kowalczyk;Minister of Agriculture and Rural Development;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Mariusz Błaszczak;Minister of National Defence;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jacek Czaputowicz;Minister of Foreign Affairs;Independent;NI;NI;NI;NI;NI;NI
POL;Zbigniew Rau;Minister of Foreign Affairs;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Michał Dworczyk;Minister, Chief of the Chancellery of the Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jadwiga Emilewicz;Minister of development;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Jadwiga Emilewicz;Deputy Prime Minister;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Marek Gróbarczyk;Minister of Marine Economy and Inland Navigation;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Małgorzata Jarosińska-Jedynak;Minister of Funds and Regional Policy;Independent;NI;NI;NI;NI;NI;NI
POL;Grzegorz Puda;Minister of Funds and Regional Policy;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Mariusz Kamiński;Minister of Interior and Administration;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Tadeusz Kościński;Minister of Finances;Independent;NI;NI;NI;NI;NI;NI
POL;Michał Kurtyka;Minister of Climate and Environment;Independent;NI;NI;NI;NI;NI;NI
POL;Anna Moskwa;Minister of Climate and Environment;Independent;NI;NI;NI;NI;NI;NI
POL;Marlena Maląg;Minister of Family, Labour and Social Policy;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Dariusz Piontkowski;Minister of National Education;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Łukasz Schreiber;Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Michał Wójcik;Minister;Solidaric Poland;Solidarna Polska;SP;Solidaric Poland;Right-wing to far-right;ECR;"Opposed to EU integration;"
POL;Michał Cieślak;Minister;The Republicans;Partia Republikańska – Republikanie;R;The Republicans;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Łukasz Szumowski;Minister of Health;Independent;NI;NI;NI;NI;NI;NI
POL;Adam Niedzielski;Minister of Health;Independent;NI;NI;NI;NI;NI;NI
POL;Konrad Szymański;Minister for the European Union;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Michał Woś;Minister of Environment;Solidaric Poland;Solidarna Polska;SP;Solidaric Poland;Right-wing to far-right;ECR;"Opposed to EU integration;"
POL;Marek Zagórski;Minister of Digital Affairs;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Zbigniew Ziobro;Minister of Justice;Solidaric Poland;Solidarna Polska;SP;Solidaric Poland;Right-wing to far-right;ECR;"Opposed to EU integration;"
POL;Danuta Dmowska-Andrzejuk;Minister of Sport;Independent;NI;NI;NI;NI;NI;NI
POL;Kamil Bortniczuk;Minister of Sport and Tourism;The Republicans;Partia Republikańska – Republikanie;R;The Republicans;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Mateusz Morawiecki;Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Mateusz Morawiecki;"Minister of Economic Development
Minister of Finance";Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Gliński;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Piotr Gliński;Minister of Culture and National Heritage;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Deputy Prime Minister;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Jarosław Gowin;Minister of Science and Higher Education;Agreement;Porozumienie;NA;Agreement;Centre-right;ECR;"Somewhat opposed to EU integration;"
POL;Beata Szydło;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Jacek Sasin;Deputy Prime Minister;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Andrzej Adamczyk;Minister of Infrastructure and Construction;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
POL;Andrzej Adamczyk;Minister of Infrastructure;Law and Justice;Prawo i Sprawiedliwość;PiS;Law and Justice;National-conservative;ECR;"Somewhat opposed to EU integration;"
